date,time,District_ID
2016-03-30,2021-09-25 19:10:22,402265
2016-03-30,2021-09-25 19:10:22,402266
2016-03-30,2021-09-25 19:10:22,402267
2016-03-30,2021-09-25 19:10:22,402268
2016-03-30,2021-09-25 19:10:22,402269
2016-03-30,2021-09-25 19:10:22,402270
2016-03-30,2021-09-25 19:10:22,402271
2016-03-30,2021-09-25 19:10:22,402272
2016-03-30,2021-09-25 19:10:52,402260
2016-03-30,2021-09-25 19:10:52,402261
2016-03-30,2021-09-25 19:10:52,402262
2016-03-30,2021-09-25 19:10:52,402263
2016-03-30,2021-09-25 19:10:52,402264
2016-03-30,2021-09-25 19:10:52,402265
2016-03-30,2021-09-25 19:10:52,402266
2016-03-30,2021-09-25 19:10:52,402267
2016-03-30,2021-09-25 19:10:52,402268
2016-03-30,2021-09-25 19:10:52,402269
2016-03-30,2021-09-25 19:10:52,402270
2016-03-30,2021-09-25 19:10:52,402271
2016-03-30,2021-09-25 19:10:52,402272
2016-03-30,2021-09-25 19:11:22,402260
2016-03-30,2021-09-25 19:11:22,402261
2016-03-30,2021-09-25 19:11:22,402262
2016-03-30,2021-09-25 19:11:22,402263
2016-03-30,2021-09-25 19:11:22,402264
2016-03-30,2021-09-25 19:11:22,402265
2016-03-30,2021-09-25 19:11:22,402266
2016-03-30,2021-09-25 19:11:22,402267
2016-03-30,2021-09-25 19:11:22,402268
2016-03-30,2021-09-25 19:11:22,402269
2016-03-30,2021-09-25 19:11:22,402270
2016-03-30,2021-09-25 19:11:22,402271
2016-03-30,2021-09-25 19:11:22,402272
2016-03-30,2021-09-25 19:11:52,402260
2016-03-30,2021-09-25 19:11:52,402261
2016-03-30,2021-09-25 19:11:52,402262
2016-03-30,2021-09-25 19:11:52,402263
2016-03-30,2021-09-25 19:11:52,402264
2016-03-30,2021-09-25 19:11:52,402265
2016-03-30,2021-09-25 19:11:52,402266
2016-03-30,2021-09-25 19:11:52,402267
2016-03-30,2021-09-25 19:11:52,402268
2016-03-30,2021-09-25 19:11:52,402269
2016-03-30,2021-09-25 19:11:52,402270
2016-03-30,2021-09-25 19:11:52,402271
2016-03-30,2021-09-25 19:11:52,402272
2016-03-30,2021-09-25 19:12:22,402260
2016-03-30,2021-09-25 19:12:22,402261
2016-03-30,2021-09-25 19:12:22,402262
2016-03-30,2021-09-25 19:12:22,402263
2016-03-30,2021-09-25 19:12:22,402264
2016-03-30,2021-09-25 19:12:22,402265
2016-03-30,2021-09-25 19:12:22,402266
2016-03-30,2021-09-25 19:12:22,402267
2016-03-30,2021-09-25 19:12:22,402268
2016-03-30,2021-09-25 19:12:22,402269
2016-03-30,2021-09-25 19:12:22,402270
2016-03-30,2021-09-25 19:12:22,402271
2016-03-30,2021-09-25 19:12:22,402272
2016-03-30,2021-09-25 19:12:52,402260
2016-03-30,2021-09-25 19:12:52,402261
2016-03-30,2021-09-25 19:12:52,402262
2016-03-30,2021-09-25 19:12:52,402263
2016-03-30,2021-09-25 19:12:52,402264
2016-03-30,2021-09-25 19:12:52,402265
2016-03-30,2021-09-25 19:12:52,402266
2016-03-30,2021-09-25 19:12:52,402267
2016-03-30,2021-09-25 19:12:52,402268
2016-03-30,2021-09-25 19:12:52,402269
2016-03-30,2021-09-25 19:12:52,402270
2016-03-30,2021-09-25 19:12:52,402271
2016-03-30,2021-09-25 19:12:52,402272
2016-03-30,2021-09-25 19:13:22,402260
2016-03-30,2021-09-25 19:13:22,402261
2016-03-30,2021-09-25 19:13:22,402262
2016-03-30,2021-09-25 19:13:22,402263
2016-03-30,2021-09-25 19:13:22,402264
2016-03-30,2021-09-25 19:13:22,402265
2016-03-30,2021-09-25 19:13:22,402266
2016-03-30,2021-09-25 19:13:22,402267
2016-03-30,2021-09-25 19:13:22,402268
2016-03-30,2021-09-25 19:13:22,402269
2016-03-30,2021-09-25 19:13:22,402270
2016-03-30,2021-09-25 19:13:22,402271
2016-03-30,2021-09-25 19:13:22,402272
2016-03-30,2021-09-25 19:13:52,402260
2016-03-30,2021-09-25 19:13:52,402261
2016-03-30,2021-09-25 19:13:52,402262
2016-03-30,2021-09-25 19:13:52,402263
2016-03-30,2021-09-25 19:13:52,402264
2016-03-30,2021-09-25 19:13:52,402265
2016-03-30,2021-09-25 19:13:52,402266
2016-03-30,2021-09-25 19:13:52,402267
2016-03-30,2021-09-25 19:13:52,402268
2016-03-30,2021-09-25 19:13:52,402269
2016-03-30,2021-09-25 19:13:52,402270
2016-03-30,2021-09-25 19:13:52,402271
2016-03-30,2021-09-25 19:13:52,402272
2016-03-30,2021-09-25 19:14:22,402260
2016-03-30,2021-09-25 19:14:22,402261
2016-03-30,2021-09-25 19:14:22,402262
2016-03-30,2021-09-25 19:14:22,402263
2016-03-30,2021-09-25 19:14:22,402264
2016-03-30,2021-09-25 19:14:22,402265
2016-03-30,2021-09-25 19:14:22,402266
2016-03-30,2021-09-25 19:14:22,402267
2016-03-30,2021-09-25 19:14:22,402268
2016-03-30,2021-09-25 19:14:22,402269
2016-03-30,2021-09-25 19:14:22,402270
2016-03-30,2021-09-25 19:14:22,402271
2016-03-30,2021-09-25 19:14:22,402272
2016-03-30,2021-09-25 19:14:52,402260
2016-03-30,2021-09-25 19:14:52,402261
2016-03-30,2021-09-25 19:14:52,402262
2016-03-30,2021-09-25 19:14:52,402263
2016-03-30,2021-09-25 19:14:52,402264
2016-03-30,2021-09-25 19:14:52,402265
2016-03-30,2021-09-25 19:14:52,402266
2016-03-30,2021-09-25 19:14:52,402267
2016-03-30,2021-09-25 19:14:52,402268
2016-03-30,2021-09-25 19:14:52,402269
2016-03-30,2021-09-25 19:14:52,402270
2016-03-30,2021-09-25 19:14:52,402271
2016-03-30,2021-09-25 19:14:52,402272
2016-03-30,2021-09-25 19:15:22,402260
2016-03-30,2021-09-25 19:15:22,402261
2016-03-30,2021-09-25 19:15:22,402262
2016-03-30,2021-09-25 19:15:22,402263
2016-03-30,2021-09-25 19:15:22,402264
2016-03-30,2021-09-25 19:15:22,402265
2016-03-30,2021-09-25 19:15:22,402266
2016-03-30,2021-09-25 19:15:22,402267
2016-03-30,2021-09-25 19:15:22,402268
2016-03-30,2021-09-25 19:15:22,402269
2016-03-30,2021-09-25 19:15:22,402270
2016-03-30,2021-09-25 19:15:22,402271
2016-03-30,2021-09-25 19:15:22,402272
2016-03-30,2021-09-25 19:15:52,402260
2016-03-30,2021-09-25 19:15:52,402261
2016-03-30,2021-09-25 19:15:52,402262
2016-03-30,2021-09-25 19:15:52,402263
2016-03-30,2021-09-25 19:15:52,402264
2016-03-30,2021-09-25 19:15:52,402265
2016-03-30,2021-09-25 19:15:52,402266
2016-03-30,2021-09-25 19:15:52,402267
2016-03-30,2021-09-25 19:15:52,402268
2016-03-30,2021-09-25 19:15:52,402269
2016-03-30,2021-09-25 19:15:52,402270
2016-03-30,2021-09-25 19:15:52,402271
2016-03-30,2021-09-25 19:15:52,402272
2016-03-30,2021-09-25 19:16:22,402260
2016-03-30,2021-09-25 19:16:22,402261
2016-03-30,2021-09-25 19:16:22,402262
2016-03-30,2021-09-25 19:16:22,402263
2016-03-30,2021-09-25 19:16:22,402264
2016-03-30,2021-09-25 19:16:22,402265
2016-03-30,2021-09-25 19:16:22,402266
2016-03-30,2021-09-25 19:16:22,402267
2016-03-30,2021-09-25 19:16:22,402268
2016-03-30,2021-09-25 19:16:22,402269
2016-03-30,2021-09-25 19:16:22,402270
2016-03-30,2021-09-25 19:16:22,402271
2016-03-30,2021-09-25 19:16:22,402272
2016-03-30,2021-09-25 19:16:52,402260
2016-03-30,2021-09-25 19:16:52,402261
2016-03-30,2021-09-25 19:16:52,402262
2016-03-30,2021-09-25 19:16:52,402263
2016-03-30,2021-09-25 19:16:52,402264
2016-03-30,2021-09-25 19:16:52,402265
2016-03-30,2021-09-25 19:16:52,402266
2016-03-30,2021-09-25 19:16:52,402267
2016-03-30,2021-09-25 19:16:52,402268
2016-03-30,2021-09-25 19:16:52,402269
2016-03-30,2021-09-25 19:16:52,402270
2016-03-30,2021-09-25 19:16:52,402271
2016-03-30,2021-09-25 19:16:52,402272
2016-03-30,2021-09-25 19:17:22,402260
2016-03-30,2021-09-25 19:17:22,402261
2016-03-30,2021-09-25 19:17:22,402262
2016-03-30,2021-09-25 19:17:22,402263
2016-03-30,2021-09-25 19:17:22,402264
2016-03-30,2021-09-25 19:17:22,402265
2016-03-30,2021-09-25 19:17:22,402266
2016-03-30,2021-09-25 19:17:22,402267
2016-03-30,2021-09-25 19:17:22,402268
2016-03-30,2021-09-25 19:17:22,402269
2016-03-30,2021-09-25 19:17:22,402270
2016-03-30,2021-09-25 19:17:22,402271
2016-03-30,2021-09-25 19:17:22,402272
2016-03-30,2021-09-25 19:17:52,402260
2016-03-30,2021-09-25 19:17:52,402261
2016-03-30,2021-09-25 19:17:52,402262
2016-03-30,2021-09-25 19:17:52,402263
2016-03-30,2021-09-25 19:17:52,402264
2016-03-30,2021-09-25 19:17:52,402265
2016-03-30,2021-09-25 19:17:52,402266
2016-03-30,2021-09-25 19:17:52,402267
2016-03-30,2021-09-25 19:17:52,402268
2016-03-30,2021-09-25 19:17:52,402269
2016-03-30,2021-09-25 19:17:52,402270
2016-03-30,2021-09-25 19:17:52,402271
2016-03-30,2021-09-25 19:17:52,402272
2016-03-30,2021-09-25 19:18:22,402260
2016-03-30,2021-09-25 19:18:22,402261
2016-03-30,2021-09-25 19:18:22,402262
2016-03-30,2021-09-25 19:18:22,402263
2016-03-30,2021-09-25 19:18:22,402264
2016-03-30,2021-09-25 19:18:22,402265
2016-03-30,2021-09-25 19:18:22,402266
2016-03-30,2021-09-25 19:18:22,402267
2016-03-30,2021-09-25 19:18:22,402268
2016-03-30,2021-09-25 19:18:22,402269
2016-03-30,2021-09-25 19:18:22,402270
2016-03-30,2021-09-25 19:18:22,402271
2016-03-30,2021-09-25 19:18:22,402272
2016-03-30,2021-09-25 19:18:52,402260
2016-03-30,2021-09-25 19:18:52,402261
2016-03-30,2021-09-25 19:18:52,402262
2016-03-30,2021-09-25 19:18:52,402263
2016-03-30,2021-09-25 19:18:52,402264
2016-03-30,2021-09-25 19:18:52,402265
2016-03-30,2021-09-25 19:18:52,402266
2016-03-30,2021-09-25 19:18:52,402267
2016-03-30,2021-09-25 19:18:52,402268
2016-03-30,2021-09-25 19:18:52,402269
2016-03-30,2021-09-25 19:18:52,402270
2016-03-30,2021-09-25 19:18:52,402271
2016-03-30,2021-09-25 19:18:52,402272
2016-03-30,2021-09-25 19:19:22,402260
2016-03-30,2021-09-25 19:19:22,402261
2016-03-30,2021-09-25 19:19:22,402262
2016-03-30,2021-09-25 19:19:22,402263
2016-03-30,2021-09-25 19:19:22,402264
2016-03-30,2021-09-25 19:19:22,402265
2016-03-30,2021-09-25 19:19:22,402266
2016-03-30,2021-09-25 19:19:22,402267
2016-03-30,2021-09-25 19:19:22,402268
2016-03-30,2021-09-25 19:19:22,402269
2016-03-30,2021-09-25 19:19:22,402270
2016-03-30,2021-09-25 19:19:22,402271
2016-03-30,2021-09-25 19:19:22,402272
2016-03-30,2021-09-25 19:19:52,402260
2016-03-30,2021-09-25 19:19:52,402261
2016-03-30,2021-09-25 19:19:52,402262
2016-03-30,2021-09-25 19:19:52,402263
2016-03-30,2021-09-25 19:19:52,402264
2016-03-30,2021-09-25 19:19:52,402265
2016-03-30,2021-09-25 19:19:52,402266
2016-03-30,2021-09-25 19:19:52,402267
2016-03-30,2021-09-25 19:19:52,402268
2016-03-30,2021-09-25 19:19:52,402269
2016-03-30,2021-09-25 19:19:52,402270
2016-03-30,2021-09-25 19:19:52,402271
2016-03-30,2021-09-25 19:19:52,402272
2016-03-30,2021-09-25 19:20:22,402260
2016-03-30,2021-09-25 19:20:22,402261
2016-03-30,2021-09-25 19:20:22,402262
2016-03-30,2021-09-25 19:20:22,402263
2016-03-30,2021-09-25 19:20:22,402264
2016-03-30,2021-09-25 19:20:22,402265
2016-03-30,2021-09-25 19:20:22,402266
2016-03-30,2021-09-25 19:20:22,402267
2016-03-30,2021-09-25 19:20:22,402268
2016-03-30,2021-09-25 19:20:22,402269
2016-03-30,2021-09-25 19:20:22,402270
2016-03-30,2021-09-25 19:20:22,402271
2016-03-30,2021-09-25 19:20:22,402272
2016-03-30,2021-09-25 19:20:52,402260
2016-03-30,2021-09-25 19:20:52,402261
2016-03-30,2021-09-25 19:20:52,402262
2016-03-30,2021-09-25 19:20:52,402263
2016-03-30,2021-09-25 19:20:52,402264
2016-03-30,2021-09-25 19:20:52,402265
2016-03-30,2021-09-25 19:20:52,402266
2016-03-30,2021-09-25 19:20:52,402267
2016-03-30,2021-09-25 19:20:52,402268
2016-03-30,2021-09-25 19:20:52,402269
2016-03-30,2021-09-25 19:20:52,402270
2016-03-30,2021-09-25 19:20:52,402271
2016-03-30,2021-09-25 19:20:52,402272
2016-03-30,2021-09-25 19:21:22,402260
2016-03-30,2021-09-25 19:21:22,402261
2016-03-30,2021-09-25 19:21:22,402262
2016-03-30,2021-09-25 19:21:22,402263
2016-03-30,2021-09-25 19:21:22,402264
2016-03-30,2021-09-25 19:21:22,402265
2016-03-30,2021-09-25 19:21:22,402266
2016-03-30,2021-09-25 19:21:22,402267
2016-03-30,2021-09-25 19:21:22,402268
2016-03-30,2021-09-25 19:21:22,402269
2016-03-30,2021-09-25 19:21:22,402270
2016-03-30,2021-09-25 19:21:22,402271
2016-03-30,2021-09-25 19:21:22,402272
2016-03-30,2021-09-25 19:21:52,402260
2016-03-30,2021-09-25 19:21:52,402261
2016-03-30,2021-09-25 19:21:52,402262
2016-03-30,2021-09-25 19:21:52,402263
2016-03-30,2021-09-25 19:21:52,402264
2016-03-30,2021-09-25 19:21:52,402265
2016-03-30,2021-09-25 19:21:52,402266
2016-03-30,2021-09-25 19:21:52,402267
2016-03-30,2021-09-25 19:21:52,402268
2016-03-30,2021-09-25 19:21:52,402269
2016-03-30,2021-09-25 19:21:52,402270
2016-03-30,2021-09-25 19:21:52,402271
2016-03-30,2021-09-25 19:21:52,402272
2016-03-30,2021-09-25 19:22:22,402260
2016-03-30,2021-09-25 19:22:22,402261
2016-03-30,2021-09-25 19:22:22,402262
2016-03-30,2021-09-25 19:22:22,402263
2016-03-30,2021-09-25 19:22:22,402264
2016-03-30,2021-09-25 19:22:22,402265
2016-03-30,2021-09-25 19:22:22,402266
2016-03-30,2021-09-25 19:22:22,402267
2016-03-30,2021-09-25 19:22:22,402268
2016-03-30,2021-09-25 19:22:22,402269
2016-03-30,2021-09-25 19:22:22,402270
2016-03-30,2021-09-25 19:22:22,402271
2016-03-30,2021-09-25 19:22:22,402272
2016-03-30,2021-09-25 19:22:52,402260
2016-03-30,2021-09-25 19:22:52,402261
2016-03-30,2021-09-25 19:22:52,402262
2016-03-30,2021-09-25 19:22:52,402263
2016-03-30,2021-09-25 19:22:52,402264
2016-03-30,2021-09-25 19:22:52,402265
2016-03-30,2021-09-25 19:22:52,402266
2016-03-30,2021-09-25 19:22:52,402267
2016-03-30,2021-09-25 19:22:52,402268
2016-03-30,2021-09-25 19:22:52,402269
2016-03-30,2021-09-25 19:22:52,402270
2016-03-30,2021-09-25 19:22:52,402271
2016-03-30,2021-09-25 19:22:52,402272
2016-03-30,2021-09-25 19:23:22,402260
2016-03-30,2021-09-25 19:23:22,402261
2016-03-30,2021-09-25 19:23:22,402262
2016-03-30,2021-09-25 19:23:22,402263
2016-03-30,2021-09-25 19:23:22,402264
2016-03-30,2021-09-25 19:23:22,402265
2016-03-30,2021-09-25 19:23:22,402266
2016-03-30,2021-09-25 19:23:22,402267
2016-03-30,2021-09-25 19:23:22,402268
2016-03-30,2021-09-25 19:23:22,402269
2016-03-30,2021-09-25 19:23:22,402270
2016-03-30,2021-09-25 19:23:22,402271
2016-03-30,2021-09-25 19:23:22,402272
2016-03-30,2021-09-25 19:23:52,402260
2016-03-30,2021-09-25 19:23:52,402261
2016-03-30,2021-09-25 19:23:52,402262
2016-03-30,2021-09-25 19:23:52,402263
2016-03-30,2021-09-25 19:23:52,402264
2016-03-30,2021-09-25 19:23:52,402265
2016-03-30,2021-09-25 19:23:52,402266
2016-03-30,2021-09-25 19:23:52,402267
2016-03-30,2021-09-25 19:23:52,402268
2016-03-30,2021-09-25 19:23:52,402269
2016-03-30,2021-09-25 19:23:52,402270
2016-03-30,2021-09-25 19:23:52,402271
2016-03-30,2021-09-25 19:23:52,402272
2016-03-30,2021-09-25 19:24:22,402260
2016-03-30,2021-09-25 19:24:22,402261
2016-03-30,2021-09-25 19:24:22,402262
2016-03-30,2021-09-25 19:24:22,402263
2016-03-30,2021-09-25 19:24:22,402264
2016-03-30,2021-09-25 19:24:22,402265
2016-03-30,2021-09-25 19:24:22,402266
2016-03-30,2021-09-25 19:24:22,402267
2016-03-30,2021-09-25 19:24:22,402268
2016-03-30,2021-09-25 19:24:22,402269
2016-03-30,2021-09-25 19:24:22,402270
2016-03-30,2021-09-25 19:24:22,402271
2016-03-30,2021-09-25 19:24:22,402272
2016-03-30,2021-09-25 19:24:52,402260
2016-03-30,2021-09-25 19:24:52,402261
2016-03-30,2021-09-25 19:24:52,402262
2016-03-30,2021-09-25 19:24:52,402263
2016-03-30,2021-09-25 19:24:52,402264
2016-03-30,2021-09-25 19:24:52,402265
2016-03-30,2021-09-25 19:24:52,402266
2016-03-30,2021-09-25 19:24:52,402267
2016-03-30,2021-09-25 19:24:52,402268
2016-03-30,2021-09-25 19:24:52,402269
2016-03-30,2021-09-25 19:24:52,402270
2016-03-30,2021-09-25 19:24:52,402271
2016-03-30,2021-09-25 19:24:52,402272
2016-03-30,2021-09-25 19:25:22,402260
2016-03-30,2021-09-25 19:25:22,402261
2016-03-30,2021-09-25 19:25:22,402262
2016-03-30,2021-09-25 19:25:22,402263
2016-03-30,2021-09-25 19:25:22,402264
2016-03-30,2021-09-25 19:25:22,402265
2016-03-30,2021-09-25 19:25:22,402266
2016-03-30,2021-09-25 19:25:22,402267
2016-03-30,2021-09-25 19:25:22,402268
2016-03-30,2021-09-25 19:25:22,402269
2016-03-30,2021-09-25 19:25:22,402270
2016-03-30,2021-09-25 19:25:22,402271
2016-03-30,2021-09-25 19:25:22,402272
2016-03-30,2021-09-25 19:25:52,402260
2016-03-30,2021-09-25 19:25:52,402261
2016-03-30,2021-09-25 19:25:52,402262
2016-03-30,2021-09-25 19:25:52,402263
2016-03-30,2021-09-25 19:25:52,402264
2016-03-30,2021-09-25 19:25:52,402265
2016-03-30,2021-09-25 19:25:52,402266
2016-03-30,2021-09-25 19:25:52,402267
2016-03-30,2021-09-25 19:25:52,402268
2016-03-30,2021-09-25 19:25:52,402269
2016-03-30,2021-09-25 19:25:52,402270
2016-03-30,2021-09-25 19:25:52,402271
2016-03-30,2021-09-25 19:25:52,402272
2016-03-30,2021-09-25 19:26:22,402260
2016-03-30,2021-09-25 19:26:22,402261
2016-03-30,2021-09-25 19:26:22,402262
2016-03-30,2021-09-25 19:26:22,402263
2016-03-30,2021-09-25 19:26:22,402264
2016-03-30,2021-09-25 19:26:22,402265
2016-03-30,2021-09-25 19:26:22,402266
2016-03-30,2021-09-25 19:26:22,402267
2016-03-30,2021-09-25 19:26:22,402268
2016-03-30,2021-09-25 19:26:22,402269
2016-03-30,2021-09-25 19:26:22,402270
2016-03-30,2021-09-25 19:26:22,402271
2016-03-30,2021-09-25 19:26:22,402272
2016-03-30,2021-09-25 19:26:52,402260
2016-03-30,2021-09-25 19:26:52,402261
2016-03-30,2021-09-25 19:26:52,402262
2016-03-30,2021-09-25 19:26:52,402263
2016-03-30,2021-09-25 19:26:52,402264
2016-03-30,2021-09-25 19:26:52,402265
2016-03-30,2021-09-25 19:26:52,402266
2016-03-30,2021-09-25 19:26:52,402267
2016-03-30,2021-09-25 19:26:52,402268
2016-03-30,2021-09-25 19:26:52,402269
2016-03-30,2021-09-25 19:26:52,402270
2016-03-30,2021-09-25 19:26:52,402271
2016-03-30,2021-09-25 19:26:52,402272
2016-03-30,2021-09-25 19:27:22,402260
2016-03-30,2021-09-25 19:27:22,402261
2016-03-30,2021-09-25 19:27:22,402262
2016-03-30,2021-09-25 19:27:22,402263
2016-03-30,2021-09-25 19:27:22,402264
2016-03-30,2021-09-25 19:27:22,402265
2016-03-30,2021-09-25 19:27:22,402266
2016-03-30,2021-09-25 19:27:22,402267
2016-03-30,2021-09-25 19:27:22,402268
2016-03-30,2021-09-25 19:27:22,402269
2016-03-30,2021-09-25 19:27:22,402270
2016-03-30,2021-09-25 19:27:22,402271
2016-03-30,2021-09-25 19:27:22,402272
2016-03-30,2021-09-25 19:27:52,402260
2016-03-30,2021-09-25 19:27:52,402261
2016-03-30,2021-09-25 19:27:52,402262
2016-03-30,2021-09-25 19:27:52,402263
2016-03-30,2021-09-25 19:27:52,402264
2016-03-30,2021-09-25 19:27:52,402265
2016-03-30,2021-09-25 19:27:52,402266
2016-03-30,2021-09-25 19:27:52,402267
2016-03-30,2021-09-25 19:27:52,402268
2016-03-30,2021-09-25 19:27:52,402269
2016-03-30,2021-09-25 19:27:52,402270
2016-03-30,2021-09-25 19:27:52,402271
2016-03-30,2021-09-25 19:27:52,402272
2016-03-30,2021-09-25 19:28:22,402260
2016-03-30,2021-09-25 19:28:22,402261
2016-03-30,2021-09-25 19:28:22,402262
2016-03-30,2021-09-25 19:28:22,402263
2016-03-30,2021-09-25 19:28:22,402264
2016-03-30,2021-09-25 19:28:22,402265
2016-03-30,2021-09-25 19:28:22,402266
2016-03-30,2021-09-25 19:28:22,402267
2016-03-30,2021-09-25 19:28:22,402268
2016-03-30,2021-09-25 19:28:22,402269
2016-03-30,2021-09-25 19:28:22,402270
2016-03-30,2021-09-25 19:28:22,402271
2016-03-30,2021-09-25 19:28:22,402272
2016-03-30,2021-09-25 19:28:52,402260
2016-03-30,2021-09-25 19:28:52,402261
2016-03-30,2021-09-25 19:28:52,402262
2016-03-30,2021-09-25 19:28:52,402263
2016-03-30,2021-09-25 19:28:52,402264
2016-03-30,2021-09-25 19:28:52,402265
2016-03-30,2021-09-25 19:28:52,402266
2016-03-30,2021-09-25 19:28:52,402267
2016-03-30,2021-09-25 19:28:52,402268
2016-03-30,2021-09-25 19:28:52,402269
2016-03-30,2021-09-25 19:28:52,402270
2016-03-30,2021-09-25 19:28:52,402271
2016-03-30,2021-09-25 19:28:52,402272
2016-03-30,2021-09-25 19:29:22,402260
2016-03-30,2021-09-25 19:29:22,402261
2016-03-30,2021-09-25 19:29:22,402262
2016-03-30,2021-09-25 19:29:22,402263
2016-03-30,2021-09-25 19:29:22,402264
2016-03-30,2021-09-25 19:29:22,402265
2016-03-30,2021-09-25 19:29:22,402266
2016-03-30,2021-09-25 19:29:22,402267
2016-03-30,2021-09-25 19:29:22,402268
2016-03-30,2021-09-25 19:29:22,402269
2016-03-30,2021-09-25 19:29:22,402270
2016-03-30,2021-09-25 19:29:22,402271
2016-03-30,2021-09-25 19:29:22,402272
2016-03-30,2021-09-25 19:29:52,402260
2016-03-30,2021-09-25 19:29:52,402261
2016-03-30,2021-09-25 19:29:52,402262
2016-03-30,2021-09-25 19:29:52,402263
2016-03-30,2021-09-25 19:29:52,402264
2016-03-30,2021-09-25 19:29:52,402265
2016-03-30,2021-09-25 19:29:52,402266
2016-03-30,2021-09-25 19:29:52,402267
2016-03-30,2021-09-25 19:29:52,402268
2016-03-30,2021-09-25 19:29:52,402269
2016-03-30,2021-09-25 19:29:52,402270
2016-03-30,2021-09-25 19:29:52,402271
