0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
02/16/2016,00:17:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:17:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:17:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:17:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:18:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:18:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:18:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:18:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:19:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:19:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:19:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:19:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:20:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:20:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:20:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:20:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:21:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:21:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:21:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:21:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:22:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:22:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:22:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:22:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:23:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:23:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:23:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:23:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:24:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:24:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:24:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:24:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:25:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:25:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:25:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:25:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:26:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:26:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:26:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:26:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:27:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:27:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:27:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:27:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:28:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:28:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:28:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:28:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:29:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:29:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:29:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:29:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:30:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:30:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:30:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:30:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:31:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:31:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:31:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:31:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:32:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:32:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:32:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:32:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:33:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:33:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:33:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:33:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:34:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:34:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:34:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:34:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:35:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:35:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:35:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:35:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:36:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:36:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:36:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:36:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:37:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:37:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:37:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:37:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:38:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:38:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:38:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:38:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:39:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:39:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:39:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:39:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:40:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:40:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:40:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:40:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:41:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:41:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:41:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:41:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:42:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:42:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:42:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:42:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:43:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:43:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:43:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:43:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:44:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:44:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:44:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:44:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:45:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:45:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:45:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:45:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:46:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:46:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:46:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:46:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:47:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:47:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:47:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:47:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:48:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:48:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:48:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:48:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:49:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:49:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:49:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:49:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:50:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:50:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:50:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:50:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:51:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:51:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:51:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:51:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:52:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:52:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:52:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:52:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:53:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:53:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:53:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:53:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:54:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:54:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:54:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:54:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:55:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:55:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:55:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:55:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:56:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:56:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:56:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:56:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:57:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:57:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:57:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:57:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:58:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:58:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:58:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:58:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:59:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:59:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:59:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,00:59:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:00:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:00:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:00:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:00:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:01:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:01:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:01:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:01:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:02:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:02:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:02:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:02:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:03:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:03:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:03:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:03:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:04:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:04:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:04:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:04:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:05:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:05:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:05:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:05:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:06:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:06:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:06:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:06:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:07:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:07:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:07:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:07:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:08:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:08:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:08:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:08:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:09:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:09:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:09:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:09:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:10:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:10:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:10:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:10:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:11:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:11:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:11:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:11:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:12:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:12:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:12:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:12:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:13:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:13:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:13:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:13:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:14:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:14:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:14:44,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:14:44,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:15:14,402271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/16/2016,01:15:14,402272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
