0,1,2,3,4,5,6,7,8,9,10,11,12
402270,8,.04,71,8,.05,65,6,.1,60,4,.02,78
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,8,.04,71,8,.05,71,6,.05,65,4,.02,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,11,.06,71,6,.04,60,4,.03,65,1,.01,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,10,.06,71,8,.05,71,2,.06,71,8,.06,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,13,.0694,71,10,.06,65,6,.0694,60,8,.05,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,11,.06,78,10,.06,71,4,.04,65,5,.02,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,7,.04,71,11,.06,71,6,.05,65,5,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,6,.04,71,5,.03,71,3,.03,60,3,.04,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,11,.06,71,9,.06,65,4,.03,65,6,.05,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,7,.04,71,12,.08,65,9,.12,60,8,.08,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,8,.04,78,7,.04,65,2,.01,71,4,.03,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,8,.05,65,8,.05,71,4,.04,60,6,.06,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,20,.11,71,16,.12,65,10,.11,65,11,.08,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,7,.04,71,10,.06,65,2,.01,71,5,.05,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,13,.0694,78,6,.03,65,6,.03,71,4,.03,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,10,.05,78,5,.03,71,4,.06,65,5,.06,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.09,78,10,.0694,71,7,.04,71,6,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,11,.0694,71,7,.04,71,3,.02,60,3,.02,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,7,.04,71,8,.06,71,3,.04,71,4,.0694,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.09,65,7,.05,71,3,.02,60,4,.02,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,9,.05,71,8,.06,65,3,.04,65,2,.02,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,9,.06,71,6,.04,71,2,.02,56,9,.06,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,11,.0694,71,13,.08,71,4,.05,71,4,.04,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,17,.1,71,12,.1,65,9,.1,60,7,.04,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,11,.0694,71,10,.0694,71,7,.04,65,5,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,10,.06,71,9,.06,71,4,.0694,65,6,.04,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,13,.0694,71,9,.06,65,6,.06,56,8,.06,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,8,.04,71,7,.05,71,5,.05,65,5,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,11,.06,71,6,.04,65,8,.11,60,8,.08,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,12,.06,71,15,.09,71,5,.03,60,6,.06,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,8,.05,71,6,.04,65,6,.05,65,3,.0694,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.1,71,10,.0694,65,10,.1,65,5,.03,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,13,.0694,71,8,.05,71,8,.04,71,7,.04,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,14,.08,71,13,.09,65,3,.06,65,4,.05,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,9,.05,71,7,.04,71,4,.06,65,2,.01,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,9,.06,71,11,.0694,65,3,.02,71,5,.06,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,14,.08,71,8,.05,65,4,.05,65,1,.01,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,13,.08,71,10,.06,71,5,.04,65,4,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,14,.09,71,10,.06,65,3,.02,65,6,.06,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,10,.06,78,7,.05,71,4,.04,65,3,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,6,.03,71,5,.06,65,4,.03,60,5,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,10,.06,78,9,.06,71,6,.08,65,1,.02,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,13,.0694,78,10,.05,71,6,.03,71,5,.04,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,6,.03,71,5,.03,71,6,.04,71,3,.02,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,7,.04,71,8,.06,65,3,.02,71,3,.02,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,8,.05,71,10,.0694,65,2,.04,60,3,.02,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,14,.08,78,7,.05,71,5,.06,60,2,.01,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,10,.06,71,11,.0694,71,6,.05,65,3,.04,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,12,.08,65,9,.05,71,6,.06,56,5,.03,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,16,.09,71,8,.05,71,5,.03,65,2,.01,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.0694,71,15,.09,71,6,.0694,60,2,.01,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,8,.05,78,9,.06,71,5,.03,65,2,.02,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.09,71,9,.05,71,7,.04,65,3,.03,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,5,.03,71,3,.02,71,2,.01,71,5,.03,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,12,.0694,71,10,.1,65,3,.0694,60,2,.03,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,11,.06,71,7,.05,71,3,.02,60,4,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,11,.06,71,8,.0694,65,5,.0694,65,4,.05,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,19,.12,71,8,.0694,60,8,.1,65,8,.1,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,14,.08,71,12,.09,65,4,.09,65,4,.04,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,10,.06,71,7,.06,71,5,.03,65,2,.02,54
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,9,.05,71,7,.05,65,3,.04,78,2,.02,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.08,78,7,.04,71,5,.03,65,2,.01,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,13,.0694,78,11,.06,71,5,.04,65,5,.04,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,10,.0694,71,7,.0694,71,3,.04,71,1,.01,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,16,.09,71,14,.09,65,8,.08,60,5,.0694,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,12,.0694,71,8,.05,71,3,.03,71,4,.04,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,13,.08,71,12,.09,71,6,.04,65,4,.03,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,9,.05,78,7,.04,71,1,.01,54,4,.03,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,7,.04,71,7,.05,65,3,.02,65,4,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,13,.0694,71,12,.0694,65,7,.11,65,5,.03,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,14,.08,71,9,.0694,65,4,.05,60,7,.04,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,17,.09,71,6,.04,71,4,.03,65,7,.0694,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,8,.05,78,7,.04,65,4,.03,65,8,.05,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,8,.04,71,9,.06,65,4,.05,65,5,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,8,.04,71,6,.04,71,5,.03,65,2,.01,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,19,.12,71,11,.0694,65,8,.05,71,7,.05,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,10,.05,71,4,.02,65,3,.02,71,3,.04,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,12,.0694,71,5,.03,65,7,.05,60,4,.02,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,16,.09,71,14,.09,65,6,.04,65,2,.01,78
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,13,.0694,78,10,.05,71,3,.02,71,6,.1,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,8,.04,71,7,.04,71,4,.02,65,5,.04,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.09,78,8,.05,65,6,.08,65,6,.04,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,20,.12,71,12,.0694,71,10,.0694,65,5,.03,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.08,71,10,.0694,65,5,.05,60,6,.04,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,18,.1,71,13,.09,65,7,.0694,71,7,.05,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.08,71,11,.0694,65,6,.03,71,2,.01,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,20,.12,71,17,.11,71,9,.06,65,7,.0694,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,11,.06,71,12,.0694,65,5,.06,65,6,.06,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,13,.08,71,12,.0694,65,4,.05,71,5,.03,78
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,20,.12,71,15,.09,65,12,.08,71,5,.04,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,17,.11,71,10,.0694,65,7,.06,65,6,.06,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,9,.05,78,8,.04,71,3,.02,65,4,.03,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,13,.0694,71,5,.03,71,5,.04,65,8,.0694,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,9,.05,71,10,.0694,65,5,.05,60,3,.02,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,12,.0694,71,9,.06,65,4,.02,65,5,.0694,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.09,71,12,.0694,71,3,.02,65,5,.05,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,18,.11,71,14,.09,65,7,.09,65,11,.1,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,13,.08,71,4,.04,65,2,.01,65,4,.02,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,10,.06,71,8,.05,65,8,.05,71,7,.06,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,18,.1,71,11,.0694,71,6,.06,65,6,.04,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,4,.02,71,9,.06,60,4,.06,60,4,.02,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,14,.09,71,12,.1,65,6,.06,65,7,.04,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,18,.11,71,12,.08,65,5,.08,65,5,.03,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,18,.11,65,16,.13,65,7,.1394,56,11,.1,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,24,.16,65,12,.09,60,10,.08,65,8,.18,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,8,.05,71,13,.09,65,4,.03,60,4,.03,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,9,.05,71,8,.05,65,2,.01,65,5,.03,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,16,.08,71,10,.0694,65,7,.08,65,7,.0694,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,24,.15,65,11,.08,65,5,.05,65,8,.05,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,13,.08,65,12,.0694,65,5,.04,65,6,.05,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,16,.09,78,11,.0694,71,5,.03,71,3,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.08,71,12,.08,65,6,.05,65,6,.0694,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,13,.0694,71,8,.05,65,8,.05,65,7,.0694,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,18,.11,71,8,.04,71,7,.09,60,6,.04,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,14,.09,71,12,.0694,71,3,.05,60,5,.04,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,17,.09,71,15,.09,71,6,.06,65,10,.06,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,12,.0694,71,8,.05,71,5,.04,65,6,.04,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,18,.1,71,9,.0694,65,7,.08,65,3,.02,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,10,.05,78,14,.09,65,6,.05,71,6,.04,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,11,.06,78,7,.04,71,3,.02,71,5,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,10,.06,71,6,.03,71,5,.03,65,7,.05,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,10,.06,71,7,.04,65,8,.05,71,6,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.08,78,10,.06,65,5,.03,71,7,.05,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,12,.0694,71,8,.05,71,5,.06,65,6,.06,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,4,.02,71,5,.03,71,7,.04,71,5,.03,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,9,.05,78,7,.04,71,5,.05,65,9,.1,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,13,.0694,71,11,.0694,71,8,.09,60,5,.09,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,16,.09,71,9,.06,65,6,.03,65,12,.08,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,5,.03,71,7,.04,65,7,.08,65,5,.08,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,19,.12,71,14,.12,65,10,.12,60,8,.08,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.08,71,16,.11,65,12,.1,65,19,.12,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,17,.1,71,9,.06,71,9,.09,65,11,.0694,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,11,.06,71,7,.04,78,5,.06,65,4,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,11,.06,71,6,.04,65,2,.01,65,9,.08,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,14,.09,71,12,.1,65,9,.08,71,6,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,9,.05,71,8,.05,65,3,.02,65,6,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,14,.08,71,10,.0694,60,7,.05,60,6,.04,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,7,.04,71,10,.0694,65,4,.02,65,5,.04,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.1,65,16,.1,65,7,.13,65,5,.06,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,23,.13,71,9,.06,65,10,.08,71,10,.11,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,19,.12,71,15,.09,65,8,.08,60,12,.08,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,20,.13,65,13,.08,65,6,.06,65,9,.06,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.1,65,11,.0694,60,8,.11,60,9,.06,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,25,.15,65,12,.09,65,10,.0694,65,18,.12,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,16,.09,71,8,.05,71,7,.05,71,8,.04,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,3,.02,71,5,.03,71,6,.03,71,3,.02,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,4,.02,71,7,.05,65,7,.05,65,3,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,16,.1,65,15,.11,65,8,.06,65,9,.0694,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,19,.12,65,13,.08,65,7,.04,71,7,.04,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.08,71,11,.06,71,8,.0694,65,12,.1394,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,11,.0694,71,13,.08,71,5,.0694,65,1,.01,86
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,20,.12,71,12,.08,71,7,.09,60,9,.09,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,17,.1,71,18,.13,65,7,.08,65,11,.1,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,16,.1,71,13,.1,65,8,.05,65,7,.04,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,3,.01,71,4,.02,71,2,.02,65,4,.02,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,11,.06,71,9,.06,71,3,.02,71,8,.06,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,13,.0694,71,11,.06,71,7,.08,65,11,.0694,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,13,.0694,78,12,.0694,65,5,.0694,60,12,.08,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,10,.06,71,7,.04,71,3,.04,65,5,.04,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.08,71,10,.0694,65,5,.04,65,7,.04,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,12,.0694,71,14,.09,65,3,.05,71,3,.02,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.1,65,10,.08,65,10,.09,56,10,.1,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,19,.11,65,13,.08,71,9,.0694,65,12,.11,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,7,.04,78,8,.06,71,4,.03,65,6,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,14,.08,71,9,.06,65,6,.04,71,5,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.09,71,12,.08,65,7,.09,65,12,.0694,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,16,.09,71,13,.08,65,3,.03,60,2,.01,78
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,16,.09,71,13,.08,71,5,.03,65,6,.05,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,11,.06,78,10,.0694,71,6,.04,65,11,.0694,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.09,78,7,.04,71,4,.03,71,6,.05,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,6,.04,71,10,.06,65,7,.13,65,4,.03,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,18,.11,65,14,.08,65,8,.0694,60,8,.08,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,7,.05,71,14,.09,65,6,.06,71,4,.03,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.09,71,12,.0694,71,8,.09,60,5,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,17,.1,71,12,.09,71,9,.0694,71,6,.06,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,17,.1,71,11,.08,65,4,.05,65,11,.08,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,9,.05,71,8,.05,71,7,.04,60,2,.03,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,14,.0694,71,7,.04,71,10,.0694,71,5,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,7,.04,78,6,.04,71,5,.04,71,2,.02,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,13,.08,71,11,.0694,71,6,.05,60,4,.02,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,14,.08,71,10,.06,65,6,.06,65,6,.04,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,24,.1394,71,11,.08,65,10,.08,65,7,.06,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,5,.04,71,4,.02,71,4,.08,60,1,0,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,18,.09,71,10,.06,65,4,.03,60,4,.02,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,10,.06,71,8,.05,65,6,.03,65,2,.01,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,19,.12,65,15,.11,65,11,.12,60,7,.06,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,21,.12,71,15,.09,65,9,.08,71,8,.06,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,16,.09,71,12,.08,65,4,.05,60,11,.09,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,18,.1,71,7,.04,65,5,.05,65,4,.02,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,17,.11,71,10,.06,71,8,.0694,65,4,.02,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,5,.03,78,10,.06,71,5,.04,65,6,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,5,.03,78,4,.03,71,5,.02,71,3,.01,78
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,14,.08,71,14,.08,65,6,.04,71,6,.04,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.09,71,9,.05,71,7,.08,60,7,.0694,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,14,.08,78,8,.05,71,4,.06,60,4,.04,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,18,.11,71,14,.0694,71,10,.1,65,11,.08,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,18,.1,71,14,.09,65,8,.08,65,7,.11,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,3,.02,71,3,.02,65,4,.04,60,7,.06,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,13,.0694,71,8,.05,71,2,.03,65,5,.04,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,13,.08,65,11,.09,60,5,.09,56,4,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.09,71,8,.04,65,7,.08,60,6,.04,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,12,.0694,71,15,.1,65,6,.09,56,12,.1,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,10,.06,78,3,.02,65,4,.04,65,8,.04,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,14,.08,71,12,.09,60,7,.06,56,6,.04,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,17,.11,71,14,.11,65,6,.08,65,8,.06,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,18,.11,65,17,.1,65,6,.06,56,8,.05,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,8,.05,71,7,.04,65,5,.05,60,3,.02,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,10,.06,71,9,.05,71,4,.02,71,1,.01,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,8,.04,71,10,.06,71,3,.02,71,2,.01,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.11,71,14,.09,65,9,.0694,65,7,.08,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,10,.06,71,15,.09,65,5,.05,65,3,.02,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,17,.09,71,17,.1,65,9,.11,60,7,.05,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,12,.0694,71,11,.0694,65,8,.0694,65,7,.09,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,14,.09,71,6,.04,65,10,.06,65,6,.04,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,8,.04,71,5,.04,65,6,.0694,71,5,.06,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,13,.0694,71,11,.0694,65,6,.05,65,3,.02,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,10,.06,71,7,.04,71,5,.05,65,5,.03,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,20,.13,71,10,.0694,65,8,.08,56,8,.05,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,14,.08,71,8,.06,65,9,.08,56,10,.0694,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.09,71,13,.09,65,4,.06,65,5,.05,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,9,.05,71,11,.0694,65,9,.06,60,11,.09,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,12,.0694,71,9,.08,65,7,.05,71,3,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,18,.1,71,15,.11,71,9,.08,65,7,.04,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,10,.05,78,7,.04,71,3,.02,71,2,.01,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.08,71,7,.04,71,7,.0694,65,2,.01,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.09,71,12,.08,65,5,.05,65,7,.04,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,17,.1,71,11,.0694,71,5,.04,60,7,.04,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,9,.05,71,11,.0694,65,7,.09,56,9,.0694,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,18,.12,71,14,.11,65,12,.13,60,12,.1,60
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,7,.04,78,11,.0694,71,7,.04,71,5,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,13,.0694,71,5,.03,71,4,.02,71,5,.04,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,15,.08,71,11,.06,71,6,.06,65,7,.05,56
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,5,.03,71,7,.04,71,4,.05,60,4,.02,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,8,.04,71,8,.05,71,5,.03,60,3,.02,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,9,.05,71,7,.04,65,5,.03,65,6,.06,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,13,.0694,78,7,.05,71,3,.01,71,3,.02,78
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,14,.08,71,10,.06,65,6,.06,65,6,.06,65
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,17,.1,71,13,.09,65,5,.05,65,5,.03,71
402269,0,0,0,0,0,0,0,0,0,0,0,0
402270,9,.05,78,7,.04,71,5,.0694,71,7,.05,65
