0,1,2,3,4,5,6,7,8,9
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,2,.04,71,1,.03,78
402265,2,.01,71,0,0,0,3,.06,65
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,3,.0178,78,2,.0578,56
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,60,0,0,0
402265,1,.01,71,2,.01,71,2,.03,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,2,.02,60,3,.0739,56
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,78,0,0,0
402265,1,.01,78,3,.03,78,3,.1,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,0,0,0,0,0,0
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,2,.01,71,1,.03,65
402265,1,.01,71,0,0,0,0,0,0
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.0061,71,0,0,0
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,2,.01,71,0,0,0
402265,0,0,0,1,.01,60,0,0,0
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,2,.0128,71,3,.0406,56
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,71,1,.01,56
402265,1,.01,78,2,.01,71,2,.03,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,2,.0139,71,1,.0039,52
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,65,0,0,0
402265,0,0,0,0,0,0,3,.02,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.0061,71,2,.04,60
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,3,.02,71,2,.03,71
402265,0,0,0,2,.02,71,2,.02,71
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.0067,65,1,.0256,60
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,71,2,.01,71
402265,1,.01,71,2,.04,60,1,.02,56
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,2,.0117,71,3,.0256,56
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,3,.02,71,0,0,0
402265,0,0,0,2,.01,71,2,.03,65
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.0139,65,2,.0372,49
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,3,.02,71,1,.03,78
402265,2,.01,71,2,.01,71,0,0,0
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,0,0,0,2,.0167,60
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,65,0,0,0
402265,1,0,71,1,.01,71,3,.05,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,2,.0472,65,3,.05,56
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,0,71,2,.02,60
402265,0,0,0,3,.05,65,1,.02,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,0,0,0,1,.0067,49
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,86,2,.01,78
402265,0,0,0,0,0,0,3,.03,56
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.0061,60,2,.0183,65
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,71,0,0,0
402265,0,0,0,0,0,0,0,0,0
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.0067,71,2,.0189,57
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,0,0,0,0,0,0
402265,2,.01,71,2,.01,65,1,.02,65
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.0144,65,1,.005,52
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,86,1,.01,71
402265,0,0,0,1,.02,71,2,.03,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,2,.0128,71,1,.0061,71
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,65,0,0,0
402265,1,.01,71,1,.01,60,1,.01,71
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,2,.0139,71,2,.0533,56
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,2,.01,65,1,.03,60
402265,2,.01,78,2,.01,71,1,.03,65
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,2,.0161,65,2,.0139,60
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,65,1,.01,54
402265,0,0,0,2,.01,65,2,.03,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,2,.0139,71,2,.0378,65
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,2,.01,65,0,0,0
402265,1,.01,71,2,.02,71,1,0,71
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,2,.0117,71,2,.0378,49
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,0,0,65,0,0,0
402265,3,.02,71,2,.01,65,1,.03,78
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,0,0,0,3,.0278,60
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,2,.01,71,1,.01,60
402265,0,0,0,1,.01,71,3,.05,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,0,0,0,2,.0378,52
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,3,.02,71,1,.03,18
402265,0,0,0,0,0,0,2,.02,56
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,0,0,0,2,.0206,52
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,3,.02,71,0,0,0
402265,0,0,0,0,0,0,1,.02,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,2,.0139,78,1,.0067,52
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,0,0,0,0,0,0
402265,1,.01,71,2,.01,71,2,.03,52
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,4,.0256,71,1,.0311,65
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,2,.04,60,1,.03,60
402265,2,.01,71,2,.01,78,0,0,0
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,2,.01,65,3,.0267,56
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,78,3,.04,60
402265,0,0,0,2,.02,71,2,.02,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.0061,71,1,.0278,65
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,2,.02,71,2,.03,56
402265,0,0,0,4,.02,71,0,0,0
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,2,.0122,65,3,.0567,52
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,0,0,0,0,0,0
402265,1,.01,71,1,.01,71,4,.06,65
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.0056,65,0,0,0
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,0,71,0,0,0
402265,0,0,0,1,.01,71,1,.03,56
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,2,.0144,71,0,0,0
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,0,78,0,0,0
402265,0,0,0,0,0,0,0,0,0
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.0056,60,1,.0306,52
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,0,0,0,0,0,0
402265,0,0,0,2,.01,65,1,.03,56
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.01,71,2,.0422,56
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,0,0,0,0,0,0
402265,1,.01,71,0,0,0,1,.03,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.0067,65,4,.0794,56
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,86,0,0,0
402265,0,0,0,2,.02,65,0,0,0
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.0144,71,1,.0311,49
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,2,.01,71,0,0,0
402265,2,.01,65,1,.01,71,4,.08,56
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.005,71,0,0,0
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,78,0,0,0
402265,1,.01,78,1,0,65,0,0,0
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.0056,71,1,.0067,56
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,6,.05,71,0,0,0
402265,0,0,0,0,0,0,1,.01,65
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.0056,78,0,0,0
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,78,1,.01,56
402265,0,0,0,1,.01,78,1,.01,78
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,2,.0122,86,2,.0322,60
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,65,0,0,0
402265,0,0,0,1,.01,86,1,.01,71
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.005,71,2,.0556,56
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,78,2,.04,71
402265,0,0,0,2,.01,71,3,.05,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,0,0,0,1,.025,52
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,96,0,0,0
402265,0,0,0,0,0,0,2,.03,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,0,0,0,1,.0267,60
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,78,0,0,0
402265,0,0,0,0,0,0,2,.04,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.0117,78,2,.0161,60
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,86,1,.03,52
402265,1,.01,78,0,0,0,2,.02,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,0,0,0,2,.0378,60
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,2,.01,71,1,.03,60
402265,0,0,0,0,0,0,2,.04,78
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,4,.0472,71,2,.0606,56
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,78,0,0,0
402265,2,.01,78,2,.01,78,1,.03,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,0,0,0,0,0,0
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,0,71,0,0,0
402265,1,0,78,1,.01,78,2,.05,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.005,71,1,.0044,56
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,0,71,0,0,0
402265,0,0,0,1,.01,71,1,.01,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,0,0,0,1,.0183,71
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,78,0,0,0
402265,0,0,0,0,0,0,1,.02,78
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.0067,78,1,.0261,56
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,0,0,0,2,.02,60
402265,1,.01,78,1,.01,71,0,0,0
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,2,.0194,65,2,.0333,60
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,71,3,.05,56
402265,1,.01,78,1,.01,78,1,.03,18
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.03,60,2,.0633,52
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,2,.02,71,2,.06,60
402265,1,.01,71,1,.01,71,3,.04,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,3,.0178,65,0,0,0
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,2,.01,71,0,0,0
402265,0,0,0,2,.03,56,2,.06,56
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,0,0,0,3,.0544,56
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,71,2,.06,52
402265,1,.01,65,1,.01,65,3,.06,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,0,0,0,3,.0317,52
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,0,0,0,0,0,0
402265,1,0,65,0,0,0,2,.02,56
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,0,0,0,1,.0144,52
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,2,.02,65,1,0,60
402265,1,.01,78,0,0,0,1,.01,56
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,3,.0256,71,5,.0867,65
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,0,71,1,.03,71
402265,0,0,0,2,.01,71,3,.05,65
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.0044,78,0,0,0
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,86,0,0,0
402265,1,0,71,2,.02,71,2,.03,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.0067,86,2,.0339,56
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,71,0,0,0
402265,0,0,0,0,0,0,2,.03,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.0083,65,4,.0767,56
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,65,0,0,0
402265,1,.01,78,2,.01,78,2,.04,27
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,0,0,0,1,.015,56
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,60,1,.03,56
402265,0,0,0,1,.01,71,3,.03,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,2,.0122,65,2,.0189,60
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,4,.02,78,1,.03,60
402265,0,0,0,2,.01,65,1,.02,56
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,3,.0172,71,1,.0267,60
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,86,1,.01,60
402265,0,0,0,2,.01,78,2,.02,65
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,2,.0128,71,2,.0122,60
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,0,71,1,.01,65
402265,1,.01,78,2,.01,71,4,.03,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.0044,71,4,.1072,56
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,78,1,.01,78
402265,0,0,0,3,.04,71,3,.05,56
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,0,0,0,0,0,0
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,0,0,0,3,.03,65
402265,1,.01,71,0,0,0,2,.02,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,3,.0244,71,0,0,0
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,71,2,.03,71
402265,1,.01,71,2,.01,65,0,0,0
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.0044,56,0,0,0
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,0,0,0,0,0,0
402265,1,.01,60,2,.01,71,0,0,0
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,3,.0144,78,3,.0456,52
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,60,0,0,0
402265,2,.01,71,3,.02,71,2,.02,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.0056,78,2,.0328,65
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,0,0,0,1,.01,54
402265,0,0,0,1,.01,71,2,.02,60
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,0,0,0,0,0,0
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,0,0,0,1,.01,54
402265,0,0,0,0,0,0,1,.03,71
402266,0,0,0,0,0,0,0,0,0
402267,0,0,0,1,.025,71,2,.0528,56
402268,0,0,0,0,0,0,0,0,0
402260,0,0,0,0,0,0,0,0,0
402261,0,0,0,0,0,0,0,0,0
402262,0,0,0,0,0,0,0,0,0
402263,0,0,0,0,0,0,0,0,0
402264,0,0,0,1,.01,78,1,.01,71
402265,0,0,0,1,.03,78,2,.06,60
